x,y,label,node,line,labelType,respID,qID,altID,obsID
0,-0.3333333333333333,"Transfer
(2 min wait)",1,0,Node,2509,3,2,15051
0,-0.5,Bus,0,0,Transit,2509,3,2,15051
0,-0.6666666666666666,"Transfer
(5 min wait)",1,0,Node,2509,3,2,15051
0,-0.8333333333333333,Taxi,0,0,Transit,2509,3,2,15051
0,-1,End,0,1,Terminal,2509,3,2,15051
0,0,Start,0,1,Terminal,2509,3,3,15051
0,-0.25,Car,0,0,Transit,2509,3,3,15051
0,-0.5,"Transfer
(5 min wait)",1,0,Node,2509,3,3,15051
0,-0.75,Bus,0,0,Transit,2509,3,3,15051
0,-1,Transfer,1,1,Node,2509,3,3,15051
0,-1.125,Walk (10 min),0,0,Transit,2509,3,3,15051
0,-1.25,End,0,0,Terminal,2509,3,3,15051
0,0,"Start
(5 min wait)",0,1,Terminal,2509,4,1,15052
0,-0.5,Uber/Lyft,0,0,Transit,2509,4,1,15052
0,-1,End,0,1,Terminal,2509,4,1,15052
0,0,Start,0,1,Terminal,2509,4,2,15052
0,-0.16666666666666666,Car,0,0,Transit,2509,4,2,15052
0,-0.3333333333333333,"Transfer
(5 min wait)",1,0,Node,2509,4,2,15052
0,-0.5,Bus,0,0,Transit,2509,4,2,15052
0,-0.6666666666666666,"Transfer
(2 min wait)",1,0,Node,2509,4,2,15052
0,-0.8333333333333333,Uber/Lyft,0,0,Transit,2509,4,2,15052
0,-1,End,0,1,Terminal,2509,4,2,15052
0,0,Start,0,1,Terminal,2509,4,3,15052
0,-0.16666666666666666,Car,0,0,Transit,2509,4,3,15052
0,-0.3333333333333333,"Transfer
(10 min wait)",1,0,Node,2509,4,3,15052
0,-0.5,Bus,0,0,Transit,2509,4,3,15052
0,-0.6666666666666666,"Transfer
(5 min wait)",1,0,Node,2509,4,3,15052
0,-0.8333333333333333,Taxi,0,0,Transit,2509,4,3,15052
0,-1,End,0,1,Terminal,2509,4,3,15052
0,0,"Start
(2 min wait)",0,1,Terminal,2509,5,1,15053
0,-0.16666666666666666,Uber/Lyft,0,0,Transit,2509,5,1,15053
0,-0.3333333333333333,"Transfer
(10 min wait)",1,0,Node,2509,5,1,15053
0,-0.5,Bus,0,0,Transit,2509,5,1,15053
0,-0.6666666666666666,"Transfer
(10 min wait)",1,0,Node,2509,5,1,15053
0,-0.8333333333333333,Bus,0,0,Transit,2509,5,1,15053
0,-1,Transfer,1,1,Node,2509,5,1,15053
0,-1.0833333333333333,Walk (5 min),0,0,Transit,2509,5,1,15053
0,-1.1666666666666667,End,0,0,Terminal,2509,5,1,15053
0,0,Start,0,0,Terminal,2509,5,2,15053
0,-0.125,Walk (2 min),0,0,Transit,2509,5,2,15053
0,-0.25,"Transfer
(2 min wait)",1,1,Node,2509,5,2,15053
0,-0.5,Bus,0,0,Transit,2509,5,2,15053
0,-0.75,"Transfer
(2 min wait)",1,0,Node,2509,5,2,15053
0,-1,Bus,0,0,Transit,2509,5,2,15053
0,-1.25,Transfer,1,1,Node,2509,5,2,15053
0,-1.375,Walk (2 min),0,0,Transit,2509,5,2,15053
0,-1.5,End,0,0,Terminal,2509,5,2,15053
0,0,Start,0,1,Terminal,2509,5,3,15053
0,-0.25,Car,0,0,Transit,2509,5,3,15053
0,-0.5,"Transfer
(10 min wait)",1,0,Node,2509,5,3,15053
0,-0.75,Bus,0,0,Transit,2509,5,3,15053
0,-1,Transfer,1,1,Node,2509,5,3,15053
0,-1.125,Walk (2 min),0,0,Transit,2509,5,3,15053
0,-1.25,End,0,0,Terminal,2509,5,3,15053
0,0,Start,0,1,Terminal,2509,6,1,15054
0,-0.5,Car,0,0,Transit,2509,6,1,15054
0,-1,End,0,1,Terminal,2509,6,1,15054
0,0,Start,0,0,Terminal,2509,6,2,15054
0,-0.25,Walk (5 min),0,0,Transit,2509,6,2,15054
0,-0.5,"Transfer
(2 min wait)",1,1,Node,2509,6,2,15054
0,-1,Bus,0,0,Transit,2509,6,2,15054
0,-1.5,Transfer,1,1,Node,2509,6,2,15054
0,-1.75,Walk (2 min),0,0,Transit,2509,6,2,15054
0,-2,End,0,0,Terminal,2509,6,2,15054
0,0,Start,0,1,Terminal,2509,6,3,15054
0,-0.25,Car,0,0,Transit,2509,6,3,15054
0,-0.5,"Transfer
(2 min wait)",1,0,Node,2509,6,3,15054
0,-0.75,Bus,0,0,Transit,2509,6,3,15054
0,-1,Transfer,1,1,Node,2509,6,3,15054
0,-1.125,Walk (10 min),0,0,Transit,2509,6,3,15054
0,-1.25,End,0,0,Terminal,2509,6,3,15054
